Season,Week,Team,Player,Position,PlayerID,GSISID,percentile,pass_att,pass_comp,pass_td,pass_int,pass_yards,pass_longest,rush_att,design_rushes,scrambles,kneels,rush_td,design_rush_td,scramble_td,rush_yards,design_rush_yards,scramble_rush_yards,kneel_rush_yards,rush_longest,targets,catches,rec_td,rec_yards,rec_longest,pass_rush_td,rec_rush_td,pass_rush_yards,rec_rush_yards,fumble,fantasy_pts,fantasy_pts_ppr,fantasy_pts_dk,fantasy_pts_fd
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.5,33.0,22.0,2.0,0.0,241.0,35.0,8.0,4.0,2.0,1.0,0.0,0.0,0.0,39.0,19.0,16.0,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,287.0,39.0,0.0,21.02,21.06,22.52,21.7
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.51,34.0,22.0,2.0,0.0,243.0,35.0,8.0,4.0,2.0,1.0,0.0,0.0,0.0,40.0,19.0,17.0,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,288.0,40.0,0.0,21.24,21.24,22.74,21.88
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.52,34.0,22.0,2.0,0.0,245.0,36.0,8.0,4.0,2.0,1.0,0.0,0.0,0.0,40.0,20.0,17.0,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,290.0,41.0,0.0,21.46,21.4696,23.0,22.1
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.53,34.0,23.0,2.0,0.0,247.0,36.0,8.0,5.0,2.0,1.0,0.0,0.0,0.0,41.0,20.0,17.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,292.0,41.0,0.0,21.66,21.68,23.2094,22.36
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.54,34.0,23.0,2.0,1.0,249.0,36.0,8.0,5.0,2.0,1.0,0.0,0.0,0.0,42.0,21.0,18.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,294.0,42.0,0.0,21.8692,21.88,23.44,22.58
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.55,34.0,23.0,2.0,1.0,251.0,37.0,8.0,5.0,3.0,1.0,0.0,0.0,0.0,43.0,21.0,18.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,296.0,43.0,0.0,22.08,22.08,23.66,22.78
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.56,35.0,23.0,2.0,1.0,252.0,37.0,8.0,5.0,3.0,1.0,0.0,0.0,0.0,43.0,22.0,19.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,298.0,43.0,0.0,22.34,22.36,23.92,23.0
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.57,35.0,23.0,2.0,1.0,254.0,38.0,9.0,5.0,3.0,1.0,0.0,0.0,0.0,44.0,22.0,19.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,300.0,44.0,0.0,22.58,22.6,24.1286,23.22
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.58,35.0,23.0,2.0,1.0,256.0,38.0,9.0,5.0,3.0,1.0,0.0,0.0,0.0,44.420000000001,23.0,20.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,302.0,45.0,0.0,22.8,22.8,24.32,23.46
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.59,35.0,23.0,2.0,1.0,258.0,39.0,9.0,5.0,3.0,1.0,0.0,0.0,0.0,45.0,23.0,20.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,304.0,45.0,0.0,23.02,23.02,24.54,23.7
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.6,35.0,24.0,2.0,1.0,259.0,39.0,9.0,5.0,3.0,1.0,0.0,0.0,0.0,46.0,24.0,21.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,306.0,46.0,0.0,23.24,23.26,24.76,23.9
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.61,36.0,24.0,2.0,1.0,262.0,39.0,9.0,5.0,3.0,1.0,0.0,0.0,0.0,47.0,25.0,21.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,308.0,47.0,0.0,23.44,23.44,25.0,24.1
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.62,36.0,24.0,2.0,1.0,264.0,40.0,9.0,5.0,3.0,1.0,0.0,0.0,0.0,48.0,25.0,22.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,311.0,48.0,0.0,23.62,23.62,25.2476,24.3
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.63,36.0,24.0,2.0,1.0,266.0,40.0,9.0,5.0,3.0,1.0,0.0,0.0,0.0,48.0,26.0,22.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,313.0,48.0,0.0,23.86,23.88,25.5,24.48
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.64,36.0,24.0,2.0,1.0,268.0,41.0,9.0,5.0,3.0,1.0,0.0,0.0,0.0,49.0,26.0,23.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,314.0,49.0,0.0,24.1,24.12,25.76,24.7
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.65,37.0,24.0,2.0,1.0,270.0,41.0,9.0,6.0,3.0,1.0,0.0,0.0,0.0,50.0,27.0,23.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,316.0,50.0,0.0,24.32,24.34,26.04,24.94
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.66,37.0,24.0,2.0,1.0,272.0,41.0,10.0,6.0,3.0,1.0,1.0,0.0,0.0,51.0,28.0,24.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,318.0,51.0,0.0,24.56,24.58,26.32,25.18
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.67,37.0,25.0,2.0,1.0,274.0,42.0,10.0,6.0,3.0,1.0,1.0,0.0,0.0,51.0,28.0,24.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,321.0,52.0,0.0,24.82,24.8266,26.5866,25.42
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.68,37.0,25.0,2.0,1.0,276.0,42.0,10.0,6.0,3.0,1.0,1.0,0.0,0.0,52.0,29.0,25.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,323.0,52.0,0.0,25.0664,25.08,26.8464,25.68
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.69,37.0,25.0,2.0,1.0,278.0,43.0,10.0,6.0,3.0,1.0,1.0,0.0,0.0,53.0,30.0,25.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,325.0,53.0,0.0,25.3,25.32,27.16,26.0
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.7,38.0,25.0,2.0,1.0,280.0,43.0,10.0,6.0,3.0,1.0,1.0,0.0,0.0,54.0,31.0,26.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,328.0,54.0,0.0,25.546,25.56,27.466,26.24
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.71,38.0,25.0,2.0,1.0,282.0,44.0,10.0,6.0,3.0,2.0,1.0,0.0,0.0,55.0,31.0,26.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,331.0,55.0,0.0,25.88,25.8858,27.76,26.4458
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.72,38.0,25.0,2.0,1.0,285.0,44.0,10.0,6.0,3.0,2.0,1.0,1.0,0.0,56.0,32.0,27.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,333.0,56.0,0.0,26.16,26.18,28.1,26.7056
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.73,38.0,26.0,2.0,1.0,287.0,45.0,10.0,6.0,3.0,2.0,1.0,1.0,0.0,57.0,33.0,28.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,335.0,57.0,0.0,26.42,26.44,28.4254,26.9654
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.74,39.0,26.0,2.0,1.0,289.0,45.0,10.0,6.0,3.0,2.0,1.0,1.0,0.0,58.0,34.0,28.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,338.0,58.0,0.0,26.7052,26.72,28.78,27.26
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.75,39.0,26.0,2.0,1.0,292.0,46.0,11.0,7.0,4.0,2.0,1.0,1.0,0.0,59.0,35.0,29.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,341.0,59.0,0.0,26.98,26.985,29.16,27.56
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.76,39.0,26.0,2.0,1.0,294.0,47.0,11.0,7.0,4.0,2.0,1.0,1.0,0.0,60.0,36.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,343.0,60.0,0.0,27.3,27.32,29.44,27.8448
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.77,39.0,26.0,2.0,1.0,297.0,47.0,11.0,7.0,4.0,2.0,1.0,1.0,0.0,61.0,37.0,30.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,345.0,61.2300000000005,0.0,27.64,27.6446,29.8,28.18
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.78,40.0,27.0,2.0,1.0,299.0,48.0,11.0,7.0,4.0,2.0,1.0,1.0,0.0,63.0,38.0,31.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,348.0,63.0,0.0,27.9244,27.9444,30.16,28.54
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.79,40.0,27.0,2.0,1.0,302.0,49.0,11.0,7.0,4.0,2.0,1.0,1.0,0.0,64.0,39.0,32.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,352.0,64.0,0.0,28.26,28.28,30.52,28.86
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.8,40.0,27.0,3.0,1.0,304.0,49.0,11.0,7.0,4.0,2.0,1.0,1.0,0.0,65.0,40.0,33.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,354.0,65.0,0.0,28.6,28.6,30.88,29.2
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.81,40.0,27.0,3.0,1.0,307.0,50.0,11.0,7.0,4.0,2.0,1.0,1.0,0.0,66.0,41.0,34.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,358.0,67.0,1.0,28.92,28.92,31.24,29.52
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.82,41.0,28.0,3.0,2.0,310.0,51.0,12.0,8.0,4.0,2.0,1.0,1.0,0.0,68.0,42.0,35.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,361.0,68.0,1.0,29.24,29.24,31.62,29.86
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.83,41.0,28.0,3.0,2.0,313.0,51.0,12.0,8.0,4.0,2.0,1.0,1.0,0.0,70.0,43.0,36.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,365.0,70.0,1.0,29.68,29.7234,32.1,30.24
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.84,42.0,28.0,3.0,2.0,316.160000000002,52.0,12.0,8.0,4.0,2.0,1.0,1.0,0.0,71.0,45.0,37.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,368.0,71.0,1.0,30.12,30.12,32.54,30.66
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.85,42.0,28.0,3.0,2.0,320.0,53.0,12.0,8.0,4.0,2.0,1.0,1.0,0.0,73.0,46.0,38.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,372.0,73.0,1.0,30.58,30.6,32.943,31.04
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.86,42.0,29.0,3.0,2.0,323.0,54.0,12.0,8.0,4.0,3.0,1.0,1.0,0.0,75.0,48.0,39.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,376.0,75.0,1.0,30.98,31.02,33.34,31.42
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.87,43.0,29.0,3.0,2.0,327.0,55.0,13.0,9.0,4.0,3.0,1.0,1.0,0.0,77.0,49.0,40.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,380.0,77.0,1.0,31.38,31.4,33.86,31.84
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.88,43.0,29.0,3.0,2.0,331.0,56.0,13.0,9.0,5.0,3.0,1.0,1.0,0.0,79.0,52.0,42.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,384.0,79.0,1.0,31.82,31.8224,34.42,32.4224
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.89,43.0,30.0,3.0,2.0,336.0,58.0,13.0,9.0,5.0,3.0,1.0,1.0,0.0,81.0,54.0,43.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,389.0,81.0,1.0,32.4422,32.46,35.02,32.9
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.9,44.0,30.0,3.0,2.0,341.0,60.0,13.0,9.0,5.0,3.0,1.0,1.0,0.0,83.0,56.0,45.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,394.0,84.0,1.0,32.92,32.92,35.62,33.402
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.91,44.0,30.0,3.0,2.0,346.0,61.0900000000001,14.0,10.0,5.0,3.0,1.0,1.0,0.0,86.0,58.0,47.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,399.0,86.0,1.0,33.46,33.4618,36.1818,33.9418
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.92,45.0,31.0,3.0,2.0,352.0,63.0799999999999,14.0,10.0,5.0,3.0,2.0,1.0,0.0,89.0,61.0,49.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,405.0,89.0,1.0,34.12,34.12,36.9216,34.56
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.93,46.0,31.0,3.0,2.0,359.0,66.0,14.0,10.0,5.0,3.0,2.0,1.0,1.0,92.0,64.0,51.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,411.0,92.0,1.0,34.8028,34.86,37.7014,35.2814
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.94,46.0,32.0,3.0,3.0,365.0,69.0,15.0,11.0,5.0,3.0,2.0,2.0,1.0,96.0,67.0,54.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,418.0,96.0,1.0,35.5612,35.58,38.52,36.0212
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.95,47.0,32.0,4.0,3.0,372.0,72.0,15.0,11.0,6.0,3.0,2.0,2.0,1.0,101.0,72.0,57.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,425.0,101.0,1.0,36.381,36.4,39.481,36.842
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.96,48.0,33.0,4.0,3.0,381.0,74.0,16.0,12.0,6.0,3.0,2.0,2.0,1.0,105.0,77.0,60.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,434.040000000001,105.0,1.0,37.5008,37.5008,40.7008,37.9808
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.97,49.0,34.0,4.0,3.0,392.0,76.0,16.0,12.0,6.0,3.0,2.0,2.0,1.0,112.029999999999,84.0,65.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,445.029999999999,112.029999999999,1.0,38.9812,39.0406,42.16,39.3006
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.98,51.0,35.0,4.0,4.0,408.0,82.0,17.0,13.0,7.0,4.0,2.0,2.0,1.0,122.0,93.0,71.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,461.0,123.0,2.0,40.6208,40.6604,44.1604,41.0404
2022,15,BUF,Josh Allen,QB,19801.0,00-0034857,0.99,54.0,37.0,4.0,4.0,431.0,92.0,19.0,15.0,7.0,4.0,3.0,3.0,1.0,137.0,110.0,83.0,0.0,70.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,487.0,137.0,2.0,43.1806,43.1806,46.921,43.6408
